Film,Name,Category,Year_Film,Year_Ceremony,Critic_Score,Audience_Score,Winner,Unique_Group_ID
The Godfather,"William Reynolds, Peter Zinner",FILM EDITING,1972,1973,0.97,0.98,False,977
The Godfather,Al Pacino,ACTOR IN A SUPPORTING ROLE,1972,1973,0.97,0.98,False,977
The Godfather,Marlon Brando,ACTOR,1972,1973,0.97,0.98,True,977
The Godfather,Robert Duvall,ACTOR IN A SUPPORTING ROLE,1972,1973,0.97,0.98,False,977
The Godfather,Robert Duvall,ACTOR IN A SUPPORTING ROLE,1972,1973,0.97,0.98,False,977
The Godfather,Robert Duvall,ACTOR IN A SUPPORTING ROLE,1972,1973,0.97,0.98,False,977
The Godfather,Al Pacino,ACTOR IN A SUPPORTING ROLE,1972,1973,0.97,0.98,False,977
The Godfather,Robert Duvall,ACTOR IN A SUPPORTING ROLE,1972,1973,0.97,0.98,False,977
The Godfather,Al Pacino,ACTOR IN A SUPPORTING ROLE,1972,1973,0.97,0.98,False,977
The Godfather,Al Pacino,ACTOR IN A SUPPORTING ROLE,1972,1973,0.97,0.98,False,977
The Godfather,James Caan,ACTOR IN A SUPPORTING ROLE,1972,1973,0.97,0.98,False,977
The Godfather,Francis Ford Coppola,DIRECTING,1972,1973,0.97,0.98,False,977
The Godfather,James Caan,ACTOR IN A SUPPORTING ROLE,1972,1973,0.97,0.98,False,977
The Godfather,James Caan,ACTOR IN A SUPPORTING ROLE,1972,1973,0.97,0.98,False,977
The Godfather,Marlon Brando,ACTOR,1972,1973,0.97,0.98,True,977
The Godfather,Marlon Brando,ACTOR,1972,1973,0.97,0.98,True,977
The Godfather,Anna Hill Johnstone,COSTUME DESIGN,1972,1973,0.97,0.98,False,977
The Godfather,Marlon Brando,ACTOR,1972,1973,0.97,0.98,True,977
The Godfather,Anna Hill Johnstone,COSTUME DESIGN,1972,1973,0.97,0.98,False,977
The Godfather,Anna Hill Johnstone,COSTUME DESIGN,1972,1973,0.97,0.98,False,977
The Godfather,Anna Hill Johnstone,COSTUME DESIGN,1972,1973,0.97,0.98,False,977
The Godfather,James Caan,ACTOR IN A SUPPORTING ROLE,1972,1973,0.97,0.98,False,977
The Godfather,"William Reynolds, Peter Zinner",FILM EDITING,1972,1973,0.97,0.98,False,977
The Godfather,Nino Rota,MUSIC (Original Dramatic Score),1972,1973,0.97,0.98,False,977
The Godfather,"Bud Grenzbach, Richard Portman, Christopher Newman",SOUND,1972,1973,0.97,0.98,False,977
The Godfather,"Bud Grenzbach, Richard Portman, Christopher Newman",SOUND,1972,1973,0.97,0.98,False,977
The Godfather,"Bud Grenzbach, Richard Portman, Christopher Newman",SOUND,1972,1973,0.97,0.98,False,977
The Godfather,"William Reynolds, Peter Zinner",FILM EDITING,1972,1973,0.97,0.98,False,977
The Godfather,"Albert S. Ruddy, Producer",BEST PICTURE,1972,1973,0.97,0.98,True,977
The Godfather,"Bud Grenzbach, Richard Portman, Christopher Newman",SOUND,1972,1973,0.97,0.98,False,977
The Godfather,"Albert S. Ruddy, Producer",BEST PICTURE,1972,1973,0.97,0.98,True,977
The Godfather,"Albert S. Ruddy, Producer",BEST PICTURE,1972,1973,0.97,0.98,True,977
The Godfather,"Mario Puzo, Francis Ford Coppola",WRITING (Screenplay--based on material from another medium),1972,1973,0.97,0.98,True,977
The Godfather,Nino Rota,MUSIC (Original Dramatic Score),1972,1973,0.97,0.98,False,977
The Godfather,"Mario Puzo, Francis Ford Coppola",WRITING (Screenplay--based on material from another medium),1972,1973,0.97,0.98,True,977
The Godfather,Nino Rota,MUSIC (Original Dramatic Score),1972,1973,0.97,0.98,False,977
The Godfather,Nino Rota,MUSIC (Original Dramatic Score),1972,1973,0.97,0.98,False,977
The Godfather,"Mario Puzo, Francis Ford Coppola",WRITING (Screenplay--based on material from another medium),1972,1973,0.97,0.98,True,977
The Godfather,"Mario Puzo, Francis Ford Coppola",WRITING (Screenplay--based on material from another medium),1972,1973,0.97,0.98,True,977
The Godfather,"Albert S. Ruddy, Producer",BEST PICTURE,1972,1973,0.97,0.98,True,977
"The Godfather, Part III",Francis Ford Coppola,DIRECTING,1990,1991,0.66,0.67,False,978
"The Godfather, Part III","Barry Malkin, Lisa Fruchtman, Walter Murch",FILM EDITING,1990,1991,0.66,0.67,False,978
"The Godfather, Part III",Gordon Willis,CINEMATOGRAPHY,1990,1991,0.66,0.67,False,978
"The Godfather, Part III",Art Direction:  Dean Tavoularis;  Set Decoration:  Gary Fettis,ART DIRECTION,1990,1991,0.66,0.67,False,978
"The Godfather, Part III",Music by Carmine Coppola; Lyric by John Bettis,MUSIC (Original Song),1990,1991,0.66,0.67,False,978
"The Godfather, Part III",Andy Garcia,ACTOR IN A SUPPORTING ROLE,1990,1991,0.66,0.67,False,978
"The Godfather, Part III","Francis Ford Coppola, Producer",BEST PICTURE,1990,1991,0.66,0.67,False,978
The Golden Compass,Art Direction: Dennis Gassner; Set Decoration: Anna Pinnock,ART DIRECTION,2007,2008,0.42,0.51,False,979
The Golden Compass,"Michael Fink, Bill Westenhofer, Ben Morris and Trevor Wood",VISUAL EFFECTS,2007,2008,0.42,0.51,True,979
The Good German,Thomas Newman,MUSIC (Original Score),2006,2007,0.34,0.33,False,980
The Good German,Thomas Newman,MUSIC (Original Score),2006,2007,0.34,0.33,False,980
The Good Shepherd,Art Direction:  Jeannine Oppewall; Set Decoration:  Gretchen Rau and Leslie E. Rollins,ART DIRECTION,2006,2007,0.56,0.51,False,981
The Goodbye Girl,"Ray Stark, Producer",BEST PICTURE,1977,1978,0.8,0.85,False,982
The Goodbye Girl,Quinn Cummings,ACTRESS IN A SUPPORTING ROLE,1977,1978,0.8,0.85,False,982
The Goodbye Girl,Marsha Mason,ACTRESS IN A LEADING ROLE,1977,1978,0.8,0.85,False,982
The Goodbye Girl,Marsha Mason,ACTRESS IN A LEADING ROLE,1977,1978,0.8,0.85,False,982
The Goodbye Girl,Richard Dreyfuss,ACTOR IN A LEADING ROLE,1977,1978,0.8,0.85,True,982
The Goodbye Girl,Richard Dreyfuss,ACTOR IN A LEADING ROLE,1977,1978,0.8,0.85,True,982
The Goodbye Girl,Neil Simon,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),1977,1978,0.8,0.85,False,982
The Goodbye Girl,"Ray Stark, Producer",BEST PICTURE,1977,1978,0.8,0.85,False,982
The Goodbye Girl,Neil Simon,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),1977,1978,0.8,0.85,False,982
The Goodbye Girl,Quinn Cummings,ACTRESS IN A SUPPORTING ROLE,1977,1978,0.8,0.85,False,982
The Grand Budapest Hotel,Screenplay by Wes Anderson; Story by Wes Anderson & Hugo Guinness,WRITING (Original Screenplay),2014,2015,0.92,0.87,False,983
The Grand Budapest Hotel,Frances Hannon and Mark Coulier,MAKEUP AND HAIRSTYLING,2014,2015,0.92,0.87,True,983
The Grand Budapest Hotel,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson, Producers",BEST PICTURE,2014,2015,0.92,0.87,False,983
The Grand Budapest Hotel,Alexandre Desplat,MUSIC (Original Score),2014,2015,0.92,0.87,True,983
The Grand Budapest Hotel,Milena Canonero,COSTUME DESIGN,2014,2015,0.92,0.87,True,983
The Grand Budapest Hotel,Wes Anderson,DIRECTING,2014,2015,0.92,0.87,False,983
The Grand Budapest Hotel,Barney Pilling,FILM EDITING,2014,2015,0.92,0.87,False,983
The Grand Budapest Hotel,Production Design: Adam Stockhausen; Set Decoration: Anna Pinnock,PRODUCTION DESIGN,2014,2015,0.92,0.87,True,983
The Grand Budapest Hotel,Robert Yeoman,CINEMATOGRAPHY,2014,2015,0.92,0.87,False,983
The Great Muppet Caper,Music and Lyric by Joe Raposo,MUSIC (Original Song),1981,1982,0.78,0.78,False,984
The Great Santini,Michael O'Keefe,ACTOR IN A SUPPORTING ROLE,1980,1981,0.95,0.75,False,985
The Great Santini,Michael O'Keefe,ACTOR IN A SUPPORTING ROLE,1980,1981,0.95,0.75,False,985
The Great Santini,Robert Duvall,ACTOR IN A LEADING ROLE,1980,1981,0.95,0.75,False,985
The Great Santini,Robert Duvall,ACTOR IN A LEADING ROLE,1980,1981,0.95,0.75,False,985
The Great White Hope,Jane Alexander,ACTRESS,1970,1971,0.43,0.67,False,986
The Great White Hope,James Earl Jones,ACTOR,1970,1971,0.43,0.67,False,986
The Greatest Showman,Music and Lyric by Benj Pasek and Justin Paul,MUSIC (Original Song),2017,2018,0.57,0.86,False,987
The Green Mile,"Robert J. Litt, Elliot Tyson, Michael Herbick, Willie D. Burton",SOUND,1999,2000,0.79,0.94,False,988
The Green Mile,"Robert J. Litt, Elliot Tyson, Michael Herbick, Willie D. Burton",SOUND,1999,2000,0.79,0.94,False,988
The Green Mile,"David Valdes and Frank Darabont, Producers",BEST PICTURE,1999,2000,0.79,0.94,False,988
The Green Mile,"David Valdes and Frank Darabont, Producers",BEST PICTURE,1999,2000,0.79,0.94,False,988
The Green Mile,Frank Darabont,WRITING (Screenplay Based on Material Previously Produced or Published),1999,2000,0.79,0.94,False,988
The Green Mile,Frank Darabont,WRITING (Screenplay Based on Material Previously Produced or Published),1999,2000,0.79,0.94,False,988
The Green Mile,Michael Clarke Duncan,ACTOR IN A SUPPORTING ROLE,1999,2000,0.79,0.94,False,988
The Green Mile,Michael Clarke Duncan,ACTOR IN A SUPPORTING ROLE,1999,2000,0.79,0.94,False,988
The Grifters,Donald E. Westlake,WRITING (Screenplay Based on Material from Another Medium),1990,1991,0.91,0.7,False,989
The Grifters,Donald E. Westlake,WRITING (Screenplay Based on Material from Another Medium),1990,1991,0.91,0.7,False,989
The Grifters,Annette Bening,ACTRESS IN A SUPPORTING ROLE,1990,1991,0.91,0.7,False,989
The Grifters,Anjelica Huston,ACTRESS IN A LEADING ROLE,1990,1991,0.91,0.7,False,989
The Grifters,Anjelica Huston,ACTRESS IN A LEADING ROLE,1990,1991,0.91,0.7,False,989
The Grifters,Annette Bening,ACTRESS IN A SUPPORTING ROLE,1990,1991,0.91,0.7,False,989
The Grifters,Stephen Frears,DIRECTING,1990,1991,0.91,0.7,False,989
The Grifters,Stephen Frears,DIRECTING,1990,1991,0.91,0.7,False,989
The Harder They Fall,Burnett Guffey,CINEMATOGRAPHY (Black-and-White),1956,1957,0.88,0.93,False,990
The Hateful Eight,Robert Richardson,CINEMATOGRAPHY,2015,2016,0.75,0.77,False,991
The Hateful Eight,Ennio Morricone,MUSIC (Original Score),2015,2016,0.75,0.77,True,991
The Hateful Eight,Jennifer Jason Leigh,ACTRESS IN A SUPPORTING ROLE,2015,2016,0.75,0.77,False,991
The Heartbreak Kid,Eddie Albert,ACTOR IN A SUPPORTING ROLE,1972,1973,0.92,0.73,False,992
The Heartbreak Kid,Jeannie Berlin,ACTRESS IN A SUPPORTING ROLE,1972,1973,0.92,0.73,False,992
The Heartbreak Kid,Jeannie Berlin,ACTRESS IN A SUPPORTING ROLE,1972,1973,0.29,0.37,False,992
The Heartbreak Kid,Jeannie Berlin,ACTRESS IN A SUPPORTING ROLE,1972,1973,0.92,0.73,False,992
The Heartbreak Kid,Jeannie Berlin,ACTRESS IN A SUPPORTING ROLE,1972,1973,0.29,0.37,False,992
The Heartbreak Kid,Eddie Albert,ACTOR IN A SUPPORTING ROLE,1972,1973,0.92,0.73,False,992
The Heartbreak Kid,Eddie Albert,ACTOR IN A SUPPORTING ROLE,1972,1973,0.29,0.37,False,992
The Heartbreak Kid,Eddie Albert,ACTOR IN A SUPPORTING ROLE,1972,1973,0.29,0.37,False,992
The Hellstrom Chronicle,"Walon Green, Producer",DOCUMENTARY (Feature),1971,1972,0.75,0.87,True,993
The Help,Viola Davis,ACTRESS IN A LEADING ROLE,2011,2012,0.76,0.89,False,994
The Help,"Brunson Green, Chris Columbus and Michael Barnathan, Producers",BEST PICTURE,2011,2012,0.76,0.89,False,994
The Help,Jessica Chastain,ACTRESS IN A SUPPORTING ROLE,2011,2012,0.76,0.89,False,994
The Help,Octavia Spencer,ACTRESS IN A SUPPORTING ROLE,2011,2012,0.76,0.89,True,994
The Hobbit: An Unexpected Journey,"Peter Swords King, Rick Findlater and Tami Lane",MAKEUP AND HAIRSTYLING,2012,2013,0.64,0.83,False,995
The Hobbit: An Unexpected Journey,Production Design: Dan Hennah; Set Decoration: Ra Vincent and Simon Bright,PRODUCTION DESIGN,2012,2013,0.64,0.83,False,995
The Hobbit: An Unexpected Journey,Production Design: Dan Hennah; Set Decoration: Ra Vincent and Simon Bright,PRODUCTION DESIGN,2012,2013,0.64,0.83,False,995
The Hobbit: An Unexpected Journey,Production Design: Dan Hennah; Set Decoration: Ra Vincent and Simon Bright,PRODUCTION DESIGN,2012,2013,0.64,0.83,False,995
The Hobbit: An Unexpected Journey,"Peter Swords King, Rick Findlater and Tami Lane",MAKEUP AND HAIRSTYLING,2012,2013,0.64,0.83,False,995
The Hobbit: An Unexpected Journey,"Joe Letteri, Eric Saindon, David Clayton and R. Christopher White",VISUAL EFFECTS,2012,2013,0.64,0.83,False,995
The Hobbit: An Unexpected Journey,"Peter Swords King, Rick Findlater and Tami Lane",MAKEUP AND HAIRSTYLING,2012,2013,0.64,0.83,False,995
The Hobbit: An Unexpected Journey,"Joe Letteri, Eric Saindon, David Clayton and R. Christopher White",VISUAL EFFECTS,2012,2013,0.64,0.83,False,995
The Hobbit: An Unexpected Journey,"Joe Letteri, Eric Saindon, David Clayton and R. Christopher White",VISUAL EFFECTS,2012,2013,0.64,0.83,False,995
The Hobbit: The Battle of the Five Armies,Brent Burge and Jason Canovas,SOUND EDITING,2014,2015,0.59,0.74,False,996
The Hobbit: The Battle of the Five Armies,Brent Burge and Jason Canovas,SOUND EDITING,2014,2015,0.59,0.74,False,996
The Hobbit: The Desolation of Smaug,Brent Burge and Chris Ward,SOUND EDITING,2013,2014,0.75,0.85,False,997
The Hobbit: The Desolation of Smaug,"Christopher Boyes, Michael Hedges, Michael Semanick and Tony Johnson",SOUND MIXING,2013,2014,0.75,0.85,False,997
The Hobbit: The Desolation of Smaug,"Christopher Boyes, Michael Hedges, Michael Semanick and Tony Johnson",SOUND MIXING,2013,2014,0.75,0.85,False,997
The Hobbit: The Desolation of Smaug,"Joe Letteri, Eric Saindon, David Clayton and Eric Reynolds",VISUAL EFFECTS,2013,2014,0.75,0.85,False,997
The Hobbit: The Desolation of Smaug,"Joe Letteri, Eric Saindon, David Clayton and Eric Reynolds",VISUAL EFFECTS,2013,2014,0.75,0.85,False,997
The Hobbit: The Desolation of Smaug,Brent Burge and Chris Ward,SOUND EDITING,2013,2014,0.75,0.85,False,997
The Holdovers,"Mark Johnson, Producer",BEST PICTURE,2023,2024,0.97,0.92,False,998
The Holdovers,Da'Vine Joy Randolph,ACTRESS IN A SUPPORTING ROLE,2023,2024,0.97,0.92,True,998
The Holdovers,Written by David Hemingson,WRITING (Original Screenplay),2023,2024,0.97,0.92,False,998
The Holdovers,Kevin Tent,FILM EDITING,2023,2024,0.97,0.92,False,998
The Holdovers,Paul Giamatti,ACTOR IN A LEADING ROLE,2023,2024,0.97,0.92,False,998
The Horse Whisperer,Music and Lyric by Allison Moorer and Gwil Owen,MUSIC (Original Song),1998,1999,0.73,0.72,False,999
The Hospital,George C. Scott,ACTOR,1971,1972,1.0,0.73,False,1000
The Hospital,Paddy Chayefsky,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),1971,1972,1.0,0.73,True,1000
The Hospital,Paddy Chayefsky,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),1971,1972,1.0,0.73,True,1000
The Hospital,George C. Scott,ACTOR,1971,1972,1.0,0.73,False,1000
The Hot Rock,"Frank P. Keller, Fred W. Berger",FILM EDITING,1972,1973,0.78,0.69,False,1001
The Hours,Ed Harris,ACTOR IN A SUPPORTING ROLE,2002,2003,0.8,0.84,False,1002
The Hours,Peter Boyle,FILM EDITING,2002,2003,0.8,0.84,False,1002
The Hours,Julianne Moore,ACTRESS IN A SUPPORTING ROLE,2002,2003,0.8,0.84,False,1002
The Hours,"Scott Rudin and Robert Fox, Producers",BEST PICTURE,2002,2003,0.8,0.84,False,1002
The Hours,Philip Glass,MUSIC (Original Score),2002,2003,0.8,0.84,False,1002
The Hours,Stephen Daldry,DIRECTING,2002,2003,0.8,0.84,False,1002
The Hours,Nicole Kidman,ACTRESS IN A LEADING ROLE,2002,2003,0.8,0.84,True,1002
The Hours,Screenplay by David Hare,WRITING (Adapted Screenplay),2002,2003,0.8,0.84,False,1002
The Hours,Ann Roth,COSTUME DESIGN,2002,2003,0.8,0.84,False,1002
The Hunt for Red October,"Dennis Virkler, John Wright",FILM EDITING,1990,1991,0.88,0.88,False,1003
The Hunt for Red October,"Cecelia Hall, George Watters II",SOUND EFFECTS EDITING,1990,1991,0.88,0.88,True,1003
The Hunt for Red October,"Cecelia Hall, George Watters II",SOUND EFFECTS EDITING,1990,1991,0.88,0.88,True,1003
The Hunt for Red October,"Don Bassman, Richard Overton, Kevin F. Cleary, Richard Bryce Goodman",SOUND,1990,1991,0.88,0.88,False,1003
The Hunt for Red October,"Don Bassman, Richard Overton, Kevin F. Cleary, Richard Bryce Goodman",SOUND,1990,1991,0.88,0.88,False,1003
The Hunt for Red October,"Dennis Virkler, John Wright",FILM EDITING,1990,1991,0.88,0.88,False,1003
The Hurt Locker,Paul N.J. Ottosson,SOUND EDITING,2009,2010,0.96,0.84,True,1004
The Hurt Locker,Paul N.J. Ottosson and Ray Beckett,SOUND MIXING,2009,2010,0.96,0.84,True,1004
The Hurt Locker,Jeremy Renner,ACTOR IN A LEADING ROLE,2009,2010,0.96,0.84,False,1004
The Hurt Locker,Written by Mark Boal,WRITING (Original Screenplay),2009,2010,0.96,0.84,True,1004
The Hurt Locker,Kathryn Bigelow,DIRECTING,2009,2010,0.96,0.84,True,1004
The Hurt Locker,Jeremy Renner,ACTOR IN A LEADING ROLE,2009,2010,0.96,0.84,False,1004
The Hurt Locker,Kathryn Bigelow,DIRECTING,2009,2010,0.96,0.84,True,1004
The Hurt Locker,Paul N.J. Ottosson and Ray Beckett,SOUND MIXING,2009,2010,0.96,0.84,True,1004
The Hurt Locker,Barry Ackroyd,CINEMATOGRAPHY,2009,2010,0.96,0.84,False,1004
The Hurt Locker,Bob Murawski and Chris Innis,FILM EDITING,2009,2010,0.96,0.84,True,1004
The Hurt Locker,Written by Mark Boal,WRITING (Original Screenplay),2009,2010,0.96,0.84,True,1004
The Hurt Locker,Bob Murawski and Chris Innis,FILM EDITING,2009,2010,0.96,0.84,True,1004
The Hurt Locker,Marco Beltrami and Buck Sanders,MUSIC (Original Score),2009,2010,0.96,0.84,False,1004
The Hurt Locker,Paul N.J. Ottosson,SOUND EDITING,2009,2010,0.96,0.84,True,1004
The Hurt Locker,"Kathryn Bigelow, Mark Boal, Nicolas Chartier and Greg Shapiro, Producers",BEST PICTURE,2009,2010,0.96,0.84,True,1004
The Hurt Locker,Marco Beltrami and Buck Sanders,MUSIC (Original Score),2009,2010,0.96,0.84,False,1004
The Hurt Locker,"Kathryn Bigelow, Mark Boal, Nicolas Chartier and Greg Shapiro, Producers",BEST PICTURE,2009,2010,0.96,0.84,True,1004
The Hurt Locker,Barry Ackroyd,CINEMATOGRAPHY,2009,2010,0.96,0.84,False,1004
The Ides of March,Screenplay by George Clooney & Grant Heslov and Beau Willimon,WRITING (Adapted Screenplay),2011,2012,0.83,0.73,False,1005
The Ides of March,Screenplay by George Clooney & Grant Heslov and Beau Willimon,WRITING (Adapted Screenplay),2011,2012,0.83,0.73,False,1005
The Illusionist,Sylvain Chomet,ANIMATED FEATURE FILM,2010,2011,0.73,0.83,False,1006
The Illusionist,Sylvain Chomet,ANIMATED FEATURE FILM,2010,2011,0.9,0.79,False,1006
The Illusionist,Sylvain Chomet,ANIMATED FEATURE FILM,2010,2011,0.73,0.83,False,1006
The Illusionist,Sylvain Chomet,ANIMATED FEATURE FILM,2010,2011,0.9,0.79,False,1006
The Illusionist,Dick Pope,CINEMATOGRAPHY,2006,2007,0.9,0.79,False,1006
The Illusionist,Dick Pope,CINEMATOGRAPHY,2006,2007,0.9,0.79,False,1006
The Illusionist,Dick Pope,CINEMATOGRAPHY,2006,2007,0.73,0.83,False,1006
The Illusionist,Dick Pope,CINEMATOGRAPHY,2006,2007,0.73,0.83,False,1006
The Imaginarium of Doctor Parnassus,Production Design: Dave Warren and Anastasia Masaro; Set Decoration: Caroline Smith,ART DIRECTION,2009,2010,0.64,0.6,False,1007
The Imaginarium of Doctor Parnassus,Monique Prudhomme,COSTUME DESIGN,2009,2010,0.64,0.6,False,1007
The Impossible,Naomi Watts,ACTRESS IN A LEADING ROLE,2012,2013,0.82,0.84,False,1008
The Incredibles,Brad Bird,ANIMATED FEATURE FILM,2004,2005,0.97,0.75,True,1009
The Incredibles,Brad Bird,ANIMATED FEATURE FILM,2004,2005,0.97,0.75,True,1009
The Incredibles,Written by Brad Bird,WRITING (Original Screenplay),2004,2005,0.97,0.75,False,1009
The Incredibles,Written by Brad Bird,WRITING (Original Screenplay),2004,2005,0.97,0.75,False,1009
The Incredibles,Written by Brad Bird,WRITING (Original Screenplay),2004,2005,0.97,0.75,False,1009
The Incredibles,Written by Brad Bird,WRITING (Original Screenplay),2004,2005,0.97,0.75,False,1009
The Incredibles,Brad Bird,ANIMATED FEATURE FILM,2004,2005,0.97,0.75,True,1009
The Incredibles,Michael Silvers and Randy Thom,SOUND EDITING,2004,2005,0.97,0.75,True,1009
The Incredibles,Brad Bird,ANIMATED FEATURE FILM,2004,2005,0.97,0.75,True,1009
The Incredibles,"Randy Thom, Gary A. Rizzo and Doc Kane",SOUND MIXING,2004,2005,0.97,0.75,False,1009
The Incredibles,"Randy Thom, Gary A. Rizzo and Doc Kane",SOUND MIXING,2004,2005,0.97,0.75,False,1009
The Incredibles,"Randy Thom, Gary A. Rizzo and Doc Kane",SOUND MIXING,2004,2005,0.97,0.75,False,1009
The Incredibles,Michael Silvers and Randy Thom,SOUND EDITING,2004,2005,0.97,0.75,True,1009
The Incredibles,Michael Silvers and Randy Thom,SOUND EDITING,2004,2005,0.97,0.75,True,1009
The Incredibles,Michael Silvers and Randy Thom,SOUND EDITING,2004,2005,0.97,0.75,True,1009
The Incredibles,"Randy Thom, Gary A. Rizzo and Doc Kane",SOUND MIXING,2004,2005,0.97,0.75,False,1009
The Insider,Michael Mann,DIRECTING,1999,2000,0.96,0.9,False,1010
The Insider,"William Goldenberg, Paul Rubell, David Rosenbloom",FILM EDITING,1999,2000,0.96,0.9,False,1010
The Insider,"Michael Mann and Pieter Jan Brugge, Producers",BEST PICTURE,1999,2000,0.96,0.9,False,1010
The Insider,Dante Spinotti,CINEMATOGRAPHY,1999,2000,0.96,0.9,False,1010
The Insider,Russell Crowe,ACTOR IN A LEADING ROLE,1999,2000,0.96,0.9,False,1010
The Insider,"Andy Nelson, Doug Hemphill, Lee Orloff",SOUND,1999,2000,0.96,0.9,False,1010
The Insider,"Eric Roth, Michael Mann",WRITING (Screenplay Based on Material Previously Produced or Published),1999,2000,0.96,0.9,False,1010
The Invisible War,Kirby Dick and Amy Ziering,DOCUMENTARY (Feature),2012,2013,0.99,0.84,False,1011
The Irishman,"Pablo Helman, Leandro Estebecorena, Nelson Sepulveda-Fauser and Stephane Grabli",VISUAL EFFECTS,2019,2020,0.95,0.86,False,1012
The Irishman,Martin Scorsese,DIRECTING,2019,2020,0.95,0.86,False,1012
The Irishman,Rodrigo Prieto,CINEMATOGRAPHY,2019,2020,0.95,0.86,False,1012
The Irishman,Production Design: Bob Shaw; Set Decoration: Regina Graves,PRODUCTION DESIGN,2019,2020,0.95,0.86,False,1012
The Irishman,Sandy Powell and Christopher Peterson,COSTUME DESIGN,2019,2020,0.95,0.86,False,1012
The Irishman,Al Pacino,ACTOR IN A SUPPORTING ROLE,2019,2020,0.95,0.86,False,1012
The Irishman,Thelma Schoonmaker,FILM EDITING,2019,2020,0.95,0.86,False,1012
The Irishman,"Martin Scorsese, Robert De Niro, Jane Rosenthal and Emma Tillinger Koskoff, Producers",BEST PICTURE,2019,2020,0.95,0.86,False,1012
The Irishman,Screenplay by Steven Zaillian,WRITING (Adapted Screenplay),2019,2020,0.95,0.86,False,1012
The Irishman,Joe Pesci,ACTOR IN A SUPPORTING ROLE,2019,2020,0.95,0.86,False,1012
The Iron Lady,Mark Coulier and J. Roy Helland,MAKEUP,2011,2012,0.52,0.51,True,1013
The Iron Lady,Meryl Streep,ACTRESS IN A LEADING ROLE,2011,2012,0.52,0.51,True,1013
The Island at the Top of the World,"Art Direction:  Peter Ellenshaw, John B. Mansbridge, Walter Tyler, Al Roelofs;  Set Decoration:  Hal Gausman",ART DIRECTION,1974,1975,0.5,0.47,False,1014
The Island at the Top of the World,"Art Direction:  Peter Ellenshaw, John B. Mansbridge, Walter Tyler, Al Roelofs;  Set Decoration:  Hal Gausman",ART DIRECTION,1974,1975,0.5,0.47,False,1014
The Jazz Singer,Alfred Cohn,WRITING (Adaptation),1927,1928,0.78,0.56,False,1015
The Jazz Singer,"Ray Heindorf, Max Steiner",MUSIC (Scoring of a Musical Picture),1952,1953,0.78,0.56,False,1015
The Journey of Natty Gann,Albert Wolsky,COSTUME DESIGN,1985,1986,0.91,0.78,False,1016
The Karate Kid,Noriyuki 'Pat' Morita,ACTOR IN A SUPPORTING ROLE,1984,1985,0.9,0.82,False,1017
The Karate Kid,Noriyuki 'Pat' Morita,ACTOR IN A SUPPORTING ROLE,1984,1985,0.9,0.82,False,1017
The Karate Kid,Noriyuki 'Pat' Morita,ACTOR IN A SUPPORTING ROLE,1984,1985,0.9,0.82,False,1017
The Kids Are All Right,Mark Ruffalo,ACTOR IN A SUPPORTING ROLE,2010,2011,0.93,0.74,False,1018
The Kids Are All Right,Annette Bening,ACTRESS IN A LEADING ROLE,2010,2011,0.93,0.74,False,1018
The Kids Are All Right,Written by Lisa Cholodenko & Stuart Blumberg,WRITING (Original Screenplay),2010,2011,0.93,0.74,False,1018
The Kids Are All Right,"Gary Gilbert, Jeffrey Levy-Hinte and Celine Rattray, Producers",BEST PICTURE,2010,2011,0.93,0.74,False,1018
The Killing Fields,Sam Waterston,ACTOR IN A LEADING ROLE,1984,1985,0.93,0.91,False,1019
The Killing Fields,Jim Clark,FILM EDITING,1984,1985,0.93,0.91,True,1019
The Killing Fields,Jim Clark,FILM EDITING,1984,1985,0.93,0.91,True,1019
The Killing Fields,Chris Menges,CINEMATOGRAPHY,1984,1985,0.93,0.91,True,1019
The Killing Fields,Chris Menges,CINEMATOGRAPHY,1984,1985,0.93,0.91,True,1019
The Killing Fields,Haing S. Ngor,ACTOR IN A SUPPORTING ROLE,1984,1985,0.93,0.91,True,1019
The Killing Fields,Haing S. Ngor,ACTOR IN A SUPPORTING ROLE,1984,1985,0.93,0.91,True,1019
The Killing Fields,"David Puttnam, Producer",BEST PICTURE,1984,1985,0.93,0.91,False,1019
The Killing Fields,"David Puttnam, Producer",BEST PICTURE,1984,1985,0.93,0.91,False,1019
The Killing Fields,Roland Joffé,DIRECTING,1984,1985,0.93,0.91,False,1019
The Killing Fields,Sam Waterston,ACTOR IN A LEADING ROLE,1984,1985,0.93,0.91,False,1019
The Killing Fields,Roland Joffé,DIRECTING,1984,1985,0.93,0.91,False,1019
The Killing Fields,Bruce Robinson,WRITING (Screenplay Based on Material from Another Medium),1984,1985,0.93,0.91,False,1019
The Killing Fields,Bruce Robinson,WRITING (Screenplay Based on Material from Another Medium),1984,1985,0.93,0.91,False,1019
The King and I,Walter Lang,DIRECTING,1956,1957,0.13,0.41,False,1020
The King and I,Yul Brynner,ACTOR,1956,1957,0.13,0.41,True,1020
